replication	design	base_cv	top5_share	mean_loading_cosine	mean_context_share_tv	q95_context_share_tv	total_conditional_mean_cv	mean_lane_q90_q10_ratio
121	original	0.2608328630	0.1441567430	0.9728387103	0.0090336868	0.0140345859	0.1295411400	1.4097605117
122	original	0.2766422582	0.1418588570	0.9753292836	0.0087601432	0.0137836754	0.1300208851	1.4185982881
123	original	0.2936760100	0.1425891556	0.9758143355	0.0087211074	0.0132594810	0.1305828219	1.4146556832
124	original	0.2954531338	0.1422232042	0.9689714350	0.0099347363	0.0155517096	0.1285378241	1.4062863376
125	original	0.3166144043	0.1487815361	0.9809346104	0.0078938244	0.0121209708	0.1325322211	1.4329914594
126	original	0.2868224837	0.1521624440	0.9708422336	0.0094490706	0.0146087876	0.1287746777	1.4184906103
127	original	0.2578354753	0.1417825569	0.9708019052	0.0094806147	0.0144507355	0.1287188800	1.4088764258
128	original	0.2931430341	0.1432207009	0.9747895228	0.0088035295	0.0138822028	0.1335387718	1.4337348281
129	original	0.2753781791	0.1443856272	0.9693286923	0.0096338748	0.0149069200	0.1313682678	1.4227563147
130	original	0.2863680859	0.1380227337	0.9728778804	0.0091098603	0.0140830274	0.1358788994	1.4458394108
131	original	0.2998732577	0.1504911929	0.9752375101	0.0089944909	0.0138726788	0.1339490887	1.4359511160
132	original	0.2608773186	0.1371988097	0.9746131588	0.0090868830	0.0138707563	0.1331255089	1.4167019550
133	original	0.2992391793	0.1449503673	0.9694747513	0.0096633339	0.0151187665	0.1320049849	1.4145125939
134	original	0.3168088077	0.1536816601	0.9691064247	0.0096293561	0.0150216154	0.1359412714	1.4471156423
135	original	0.2941697631	0.1418445455	0.9720562279	0.0092443729	0.0146073305	0.1292568347	1.4115690440
136	original	0.3132759927	0.1531313901	0.9738683146	0.0092243318	0.0143185797	0.1309588582	1.4200805804
137	original	0.3244094962	0.1473947281	0.9755979319	0.0086957505	0.0135126908	0.1300538771	1.4142219162
138	original	0.2877643782	0.1419685140	0.9792814965	0.0082270800	0.0129279923	0.1351066967	1.4393321344
139	original	0.3057241328	0.1472885663	0.9741799671	0.0090824344	0.0138755170	0.1321981048	1.4214736342
140	original	0.2544319217	0.1363589563	0.9758729619	0.0090264361	0.0140519269	0.1348610951	1.4316057299
141	original	0.2830325240	0.1442505499	0.9735954382	0.0092069172	0.0146992944	0.1292869248	1.4133992120
142	original	0.2923290107	0.1452708342	0.9698953112	0.0096273809	0.0154677845	0.1308547959	1.4186980329
143	original	0.2777125002	0.1375466594	0.9741513990	0.0092281059	0.0140506888	0.1286983668	1.4142087498
144	original	0.2655108852	0.1380871938	0.9763735679	0.0085645104	0.0132476269	0.1293722184	1.4040001238
145	original	0.3136048544	0.1459978685	0.9729633949	0.0094187167	0.0142672418	0.1320561313	1.4260434588
146	original	0.2917623004	0.1441197886	0.9716916702	0.0093180079	0.0140437628	0.1270881689	1.4086400682
147	original	0.3123531908	0.1512372868	0.9727527604	0.0089620355	0.0138557932	0.1345633741	1.4359444868
148	original	0.2709739992	0.1378022154	0.9749840711	0.0088218691	0.0134672106	0.1280774982	1.4022159474
149	original	0.2923988142	0.1450201282	0.9751584232	0.0089580518	0.0136560056	0.1323069238	1.4289860299
150	original	0.3179035982	0.1498439368	0.9746246612	0.0088602272	0.0134940654	0.1317724282	1.4233075130
151	original	0.2731075584	0.1406106719	0.9768146080	0.0087407438	0.0137301301	0.1330680711	1.4248557810
152	original	0.2414378973	0.1390321123	0.9765728210	0.0086612641	0.0130090581	0.1337747384	1.4298687050
153	original	0.3167515067	0.1538221171	0.9740035956	0.0093166697	0.0144876579	0.1359069258	1.4358298296
154	original	0.2832294299	0.1441993375	0.9743330766	0.0091466136	0.0143949633	0.1308191950	1.4197506416
155	original	0.3398681143	0.1542426892	0.9722406871	0.0092051295	0.0145208267	0.1350792918	1.4400201584
156	original	0.3070315259	0.1539150996	0.9701497905	0.0096451882	0.0150080785	0.1296656610	1.4226152561
157	original	0.2606430380	0.1301905347	0.9712216245	0.0092981369	0.0143255070	0.1323782076	1.4286608417
158	original	0.3270704585	0.1485627363	0.9701836078	0.0095083618	0.0148004200	0.1291520360	1.4124186929
159	original	0.3106028561	0.1426512709	0.9705028365	0.0093813971	0.0149307910	0.1328811033	1.4214812577
160	original	0.3119602498	0.1448842305	0.9740813935	0.0088851224	0.0137365869	0.1350757514	1.4371608114
161	original	0.3131555403	0.1532537890	0.9762366367	0.0084932029	0.0131028206	0.1338710093	1.4354833737
162	original	0.3075758358	0.1431270018	0.9739266183	0.0089728992	0.0137732653	0.1322367280	1.4206762989
163	original	0.2485664214	0.1341166074	0.9711732653	0.0093542159	0.0144063270	0.1328242407	1.4300788272
164	original	0.2645555018	0.1414473817	0.9725339425	0.0091150808	0.0136578996	0.1316436287	1.4258651232
165	original	0.2793177200	0.1448914996	0.9734649542	0.0089845566	0.0137575127	0.1368516663	1.4444019176
166	original	0.3098339494	0.1487897848	0.9733612424	0.0089894637	0.0143689809	0.1293262835	1.4067333605
167	original	0.2990603989	0.1407539780	0.9767223410	0.0088971859	0.0134698145	0.1316562463	1.4158650584
168	original	0.3005117250	0.1492434876	0.9698262573	0.0095476164	0.0151736526	0.1328526064	1.4336490804
169	original	0.2951203114	0.1454417936	0.9691639904	0.0094635026	0.0148363961	0.1354380480	1.4351216094
170	original	0.2799433124	0.1448922412	0.9728929959	0.0089109672	0.0134281373	0.1303210880	1.4180696266
171	original	0.2830828391	0.1423765277	0.9757714544	0.0088838372	0.0139401060	0.1346261235	1.4334138638
172	original	0.2889804399	0.1454893851	0.9723688054	0.0094429479	0.0145968841	0.1280608478	1.4099268259
173	original	0.3019552623	0.1549017557	0.9741466234	0.0090683900	0.0139835353	0.1317561197	1.4182420382
174	original	0.3397926854	0.1568717349	0.9733463005	0.0091519230	0.0137887443	0.1304402494	1.4188103095
175	original	0.2922998131	0.1525461786	0.9694816413	0.0098500128	0.0154597984	0.1358925709	1.4483321919
176	original	0.3121167326	0.1496506184	0.9768213565	0.0085275117	0.0127885589	0.1327932820	1.4261039191
177	original	0.3041612406	0.1419193536	0.9715042865	0.0094408016	0.0147718386	0.1334420442	1.4294507781
178	original	0.2705698261	0.1393505626	0.9702297311	0.0094022692	0.0150167366	0.1314734422	1.4290248574
179	original	0.3109277051	0.1466111297	0.9740734928	0.0088453490	0.0138128765	0.1288914181	1.4053100103
180	original	0.2841503464	0.1426130124	0.9744581080	0.0086593702	0.0134157327	0.1299994187	1.4108563368
181	original	0.2787600646	0.1426920447	0.9749467769	0.0091316138	0.0141390195	0.1303290227	1.4110485115
182	original	0.2976817086	0.1469916633	0.9692591650	0.0095281822	0.0150523520	0.1279167753	1.4133423709
183	original	0.2589122107	0.1411092718	0.9701148304	0.0096326909	0.0151058821	0.1328814283	1.4339065010
184	original	0.3059536234	0.1478129405	0.9727487257	0.0092436989	0.0141366677	0.1259041112	1.4030303624
185	original	0.2788950970	0.1433057658	0.9743010145	0.0087659260	0.0134394681	0.1326328409	1.4227829195
186	original	0.2797691788	0.1433741244	0.9740888474	0.0091416037	0.0139349691	0.1326511831	1.4233577907
187	original	0.3021510942	0.1462673413	0.9703455726	0.0094075648	0.0147945427	0.1322677129	1.4283850550
188	original	0.2820924999	0.1413501669	0.9720088583	0.0090916095	0.0139675653	0.1307665803	1.4188800539
189	original	0.2928645041	0.1444889533	0.9744583899	0.0090550413	0.0137441649	0.1326953224	1.4221912156
190	original	0.2914300730	0.1429449663	0.9720061018	0.0093999414	0.0143164692	0.1313267466	1.4198130242
191	original	0.2565082648	0.1384546984	0.9760414605	0.0087261171	0.0133354257	0.1348935935	1.4348812838
192	original	0.3192400259	0.1448341224	0.9742857244	0.0087940544	0.0136876741	0.1317663429	1.4276099429
193	original	0.2821170130	0.1412372824	0.9793865167	0.0081497587	0.0123897295	0.1320427943	1.4271089992
194	original	0.2625927980	0.1403720310	0.9760332668	0.0086963698	0.0136390532	0.1340835041	1.4313890291
195	original	0.2842051965	0.1477375520	0.9764846990	0.0089487384	0.0137894395	0.1301965017	1.4055033879
196	original	0.2937189654	0.1502218896	0.9687099392	0.0096203202	0.0150836223	0.1294452121	1.4131022570
197	original	0.2945449228	0.1428813187	0.9719422048	0.0095765044	0.0147459717	0.1320722706	1.4262540731
198	original	0.3008238788	0.1460030093	0.9700931760	0.0096718660	0.0149929474	0.1313558649	1.4202637294
199	original	0.3320262771	0.1574859636	0.9743103791	0.0090630736	0.0142595760	0.1331233110	1.4297216000
200	original	0.2676815346	0.1371308416	0.9682486639	0.0099034641	0.0157354457	0.1320137455	1.4208537449
1	three_level_original_coefficients	0.8259772874	0.2386050229	0.9714336018	0.0093357331	0.0145936604	0.1333367454	1.4352551557
2	three_level_original_coefficients	0.8189315537	0.2434296216	0.9756976811	0.0085739616	0.0134029485	0.1378469020	1.4506731937
3	three_level_original_coefficients	0.7766936614	0.2391158954	0.9772979611	0.0081339058	0.0123322374	0.1360967028	1.4286889507
4	three_level_original_coefficients	0.7715400484	0.2314544266	0.9720792067	0.0098962398	0.0158271074	0.1322948373	1.4215889245
5	three_level_original_coefficients	0.8153724833	0.2438983364	0.9705809794	0.0094883510	0.0147297949	0.1305929767	1.4119746773
6	three_level_original_coefficients	0.7655113930	0.2289795596	0.9721768256	0.0091191137	0.0142320690	0.1294941807	1.4175354602
7	three_level_original_coefficients	0.7921626550	0.2410879021	0.9735467479	0.0089950533	0.0136849495	0.1297664814	1.4194215122
8	three_level_original_coefficients	0.8127999909	0.2299261026	0.9722123883	0.0092778158	0.0142969089	0.1310284777	1.4257811236
9	three_level_original_coefficients	0.8020177225	0.2438218776	0.9733730816	0.0085107231	0.0136994400	0.1385904048	1.4376182273
10	three_level_original_coefficients	0.8442402139	0.2493498121	0.9740294128	0.0083917030	0.0128757855	0.1353961842	1.4308334569
11	three_level_original_coefficients	0.8346457014	0.2477831716	0.9722294036	0.0093015796	0.0149323496	0.1280045229	1.4144825530
12	three_level_original_coefficients	0.7943970003	0.2292190485	0.9688504227	0.0095489861	0.0150391410	0.1326111453	1.4189158310
13	three_level_original_coefficients	0.7968833509	0.2351019799	0.9729497496	0.0090841628	0.0149781790	0.1322188704	1.4220735835
14	three_level_original_coefficients	0.8303420328	0.2482034753	0.9757852089	0.0083109794	0.0129634135	0.1357699300	1.4312616011
15	three_level_original_coefficients	0.8014190502	0.2427015324	0.9713204417	0.0095587944	0.0149251136	0.1342067384	1.4267280888
16	three_level_original_coefficients	0.8291567159	0.2393644182	0.9738560022	0.0090770793	0.0141715767	0.1350083908	1.4313961829
17	three_level_original_coefficients	0.8310502434	0.2396571429	0.9702580668	0.0088130934	0.0139618537	0.1352592182	1.4368384353
18	three_level_original_coefficients	0.8245751045	0.2444807625	0.9735024087	0.0089392577	0.0140762665	0.1310787837	1.4114342997
19	three_level_original_coefficients	0.8027130200	0.2350504603	0.9746795114	0.0089072745	0.0139071491	0.1323539851	1.4237705175
20	three_level_original_coefficients	0.8223555109	0.2442404910	0.9757418211	0.0088204312	0.0137678970	0.1350132514	1.4379057013
21	three_level_original_coefficients	0.7985905203	0.2471518212	0.9747152056	0.0086335526	0.0136756046	0.1327538563	1.4268497718
22	three_level_original_coefficients	0.8447664226	0.2464489790	0.9716586033	0.0097792913	0.0154128757	0.1309942103	1.4151053719
23	three_level_original_coefficients	0.8072235775	0.2380453458	0.9758732941	0.0085241497	0.0127484449	0.1336502899	1.4239632043
24	three_level_original_coefficients	0.7950752644	0.2398413088	0.9720202875	0.0092862884	0.0141689476	0.1309360870	1.4160334576
